SCHOOL,COUNTY,GRAD
Hubbard HS,Hill County,97.2
Hubbard HS,Hill County,97.1
Itasca HS,Hill County,81.3
Itasca HS,Hill County,80.9
Mount Calm ISD,Hill County,100.0
Mount Calm ISD,Hill County,100.0
Whitney HS,Hill County,94.8
Whitney HS,Hill County,95.8
Aquilla School,Hill County,100.0
Aquilla School,Hill County,100.0
Blum ISD,Hill County,95.0
Blum ISD,Hill County,97.4
Penelope School,Hill County,100.0
Penelope School,Hill County,100.0
Anton School,Hockley County,100.0
Anton School,Hockley County,100.0
Levelland HS,Hockley County,95.1
Levelland HS,Hockley County,96.3
Ropes School,Hockley County,96.8
Ropes School,Hockley County,96.8
Smyer Schools,Hockley County,100.0
Smyer Schools,Hockley County,100.0
Sundown HS,Hockley County,100.0
Sundown HS,Hockley County,100.0
Whitharral School,Hockley County,100.0
Whitharral School,Hockley County,100.0
Granbury HS,Hood County,95.6
Granbury HS,Hood County,95.8
Stars Accelerated HS,Hood County,87.7
Stars Accelerated HS,Hood County,87.3
Lipan HS,Hood County,100.0
Lipan HS,Hood County,100.0
Tolar HS,Hood County,98.4
Tolar HS,Hood County,98.4
Sulphur Springs HS,Hopkins County,88.7
Sulphur Springs HS,Hopkins County,90.6
Cumby Collegiate HS,Hopkins County,95.8
Cumby Collegiate HS,Hopkins County,97.8
North Hopkins HS,Hopkins County,90.9
North Hopkins HS,Hopkins County,93.8
Miller Grove School,Hopkins County,100.0
Miller Grove School,Hopkins County,100.0
Como-Pickton School,Hopkins County,100.0
Como-Pickton School,Hopkins County,100.0
Saltillo School,Hopkins County,100.0
Saltillo School,Hopkins County,100.0
Sulphur Bluff ISD,Hopkins County,100.0
Sulphur Bluff ISD,Hopkins County,100.0
Crockett HS,Houston County,94.4
Crockett HS,Houston County,94.4
Grapeland HS,Houston County,94.7
Grapeland HS,Houston County,94.6
Lovelady JH/HS,Houston County,96.7
Lovelady JH/HS,Houston County,96.7
Latexo HS,Houston County,86.4
Latexo HS,Houston County,86.4
Kennard ISD,Houston County,95.0
Kennard ISD,Houston County,95.0
Big Spring HS,Howard County,90.5
Big Spring HS,Howard County,91.5
Coahoma HS,Howard County,100.0
Coahoma HS,Howard County,100.0
Forsan HS,Howard County,94.3
Forsan HS,Howard County,94.3
Fort Hancock HS,Hudspeth County,100.0
Fort Hancock HS,Hudspeth County,100.0
Sierra Blanca School,Hudspeth County,87.5
Sierra Blanca School,Hudspeth County,87.5
Dell City School,Hudspeth County,-1
Dell City School,Hudspeth County,-1
Caddo Mills HS,Hunt County,97.3
Caddo Mills HS,Hunt County,97.3
Celeste HS,Hunt County,100.0
Celeste HS,Hunt County,100.0
Commerce HS,Hunt County,96.2
Commerce HS,Hunt County,96.2
New Horizons Learning Center,Hunt County,78.8
New Horizons Learning Center,Hunt County,81.6
Greenville HS,Hunt County,97.1
Greenville HS,Hunt County,97.1
Lone Oak HS,Hunt County,98.5
Lone Oak HS,Hunt County,98.5
WH Ford HS,Hunt County,95.4
WH Ford HS,Hunt County,96.5
Wolfe City HS,Hunt County,100.0
Wolfe City HS,Hunt County,100.0
Campbell HS,Hunt County,94.1
Campbell HS,Hunt County,94.1
Bland HS,Hunt County,97.9
Bland HS,Hunt County,97.9
Boles HS,Hunt County,94.9
Boles HS,Hunt County,94.9
Borger HS,Hutchinson County,97.8
Borger HS,Hutchinson County,98.7
Sanford-Fritch HS,Hutchinson County,96.2
Sanford-Fritch HS,Hutchinson County,96.2
West Texas Secondary School,Hutchinson County,97.3
West Texas Secondary School,Hutchinson County,97.3
Irion HS,Irion County,100.0
Irion HS,Irion County,100.0
Bryson School,Jack County,94.7
Bryson School,Jack County,94.7
Jacksboro HS,Jack County,98.4
Jacksboro HS,Jack County,98.4
Perrin HS,Jack County,100.0
Perrin HS,Jack County,100.0
Edna HS,Jackson County,98.9
Edna HS,Jackson County,98.9
Edna Alternative,Jackson County,94.1
Edna Alternative,Jackson County,97.0
Ganado HS,Jackson County,95.8
Ganado HS,Jackson County,95.8
Industrial HS,Jackson County,98.9
Industrial HS,Jackson County,98.9
Brookeland HS,Jasper County,90.6
Brookeland HS,Jasper County,90.6
Buna HS,Jasper County,98.1
Buna HS,Jasper County,99.0
Jasper HS,Jasper County,98.1
Jasper HS,Jasper County,98.7
Kirbyville HS,Jasper County,96.6
Kirbyville HS,Jasper County,97.6
Evadale HS,Jasper County,100.0
Evadale HS,Jasper County,100.0
Ft Davis School,Jeff Davis County,100.0
Ft Davis School,Jeff Davis County,100.0
Valentine School,Jeff Davis County,-1
Valentine School,Jeff Davis County,-1
Tekoa Academy of Accelerated,Jefferson County,100.0
Tekoa Academy of Accelerated,Jefferson County,100.0
Nederland HS,Jefferson County,92.9
Nederland HS,Jefferson County,95.0
Memorial HS,Jefferson County,84.6
Memorial HS,Jefferson County,85.9
Port Neches-Groves HS,Jefferson County,95.7
Port Neches-Groves HS,Jefferson County,96.0
West Brook Sr HS,Jefferson County,85.2
West Brook Sr HS,Jefferson County,87.5
Paul A Brown Alternative Center,Jefferson County,61.2
Paul A Brown Alternative Center,Jefferson County,66.2
Beaumont ISD ECHS,Jefferson County,98.4
Beaumont ISD ECHS,Jefferson County,98.4
Beaumont United HS,Jefferson County,79.6
Beaumont United HS,Jefferson County,81.7
Sabine Pass School,Jefferson County,100.0
Sabine Pass School,Jefferson County,100.0
Hamshire-Fannett HS,Jefferson County,99.3
Hamshire-Fannett HS,Jefferson County,99.3
Hebbronville HS,Jim Hogg County,94.1
Hebbronville HS,Jim Hogg County,95.2
Alice HS,Jim Wells County,91.2
Alice HS,Jim Wells County,95.5
Ben Bolt-Palito Blanco HS,Jim Wells County,93.6
Ben Bolt-Palito Blanco HS,Jim Wells County,97.8
Orange Grove HS,Jim Wells County,96.7
Orange Grove HS,Jim Wells County,96.7
Premont Collegiate HS,Jim Wells County,93.5
Premont Collegiate HS,Jim Wells County,93.5
Alvarado HS,Johnson County,97.7
Alvarado HS,Johnson County,97.7
Burleson HS,Johnson County,92.6
Burleson HS,Johnson County,94.0
Crossroads HS,Johnson County,80.0
Crossroads HS,Johnson County,85.3
Burleson Centennial HS,Johnson County,94.6
Burleson Centennial HS,Johnson County,95.4
Burleson Collegiate HS,Johnson County,100.0
Burleson Collegiate HS,Johnson County,100.0
Game Development Design School,Johnson County,100.0
Game Development Design School,Johnson County,100.0
Cleburne HS,Johnson County,93.7
Cleburne HS,Johnson County,95.7
Team Sch,Johnson County,91.4
Team Sch,Johnson County,92.4
Grandview HS,Johnson County,100.0
Grandview HS,Johnson County,100.0
Joshua HS,Johnson County,99.1
Joshua HS,Johnson County,99.4
New Horizon HS,Johnson County,98.1
New Horizon HS,Johnson County,98.1
Keene HS,Johnson County,97.9
Keene HS,Johnson County,98.9
Rio Vista HS,Johnson County,96.7
Rio Vista HS,Johnson County,96.7
Venus HS,Johnson County,94.0
Venus HS,Johnson County,94.5
Godley HS,Johnson County,96.4
Godley HS,Johnson County,97.0
Anson HS,Jones County,93.3
Anson HS,Jones County,93.3
Hamlin Collegiate HS,Jones County,97.0
Hamlin Collegiate HS,Jones County,97.0
Hawley HS,Jones County,98.2
Hawley HS,Jones County,98.2
Lueders-Avoca HS,Jones County,-1
Lueders-Avoca HS,Jones County,-1
Stamford HS,Jones County,98.1
Stamford HS,Jones County,98.1
Karnes City HS,Karnes County,61.8
Karnes City HS,Karnes County,63.0
Kenedy HS,Karnes County,92.9
Kenedy HS,Karnes County,92.7
Runge HS,Karnes County,73.3
Runge HS,Karnes County,78.6
Falls City HS,Karnes County,100.0
Falls City HS,Karnes County,100.0
Crandall HS,Kaufman County,96.2
Crandall HS,Kaufman County,97.3
Forney HS,Kaufman County,93.4
Forney HS,Kaufman County,93.8
North Forney HS,Kaufman County,92.0
North Forney HS,Kaufman County,92.7
Kaufman HS,Kaufman County,99.0
Kaufman HS,Kaufman County,99.0
Gary W Campbell HS,Kaufman County,95.7
Gary W Campbell HS,Kaufman County,95.0
Kemp HS,Kaufman County,91.3
Kemp HS,Kaufman County,92.9
Kemp Alternative,Kaufman County,82.6
Kemp Alternative,Kaufman County,88.9
Mabank HS,Kaufman County,97.3
Mabank HS,Kaufman County,98.2
Terrell HS,Kaufman County,90.2
Terrell HS,Kaufman County,91.8
Terrell AEC/Phoenix Sch,Kaufman County,97.6
Terrell AEC/Phoenix Sch,Kaufman County,97.1
Scurry-Rosser HS,Kaufman County,96.6
Scurry-Rosser HS,Kaufman County,97.7
Oaks Academy,Kendall County,100.0
Oaks Academy,Kendall County,100.0
Stepping Stones Academy,Kendall County,-1
Stepping Stones Academy,Kendall County,-1
Boerne HS,Kendall County,96.9
Boerne HS,Kendall County,97.5
Boerne-Samuel V Champion HS,Kendall County,98.4
Boerne-Samuel V Champion HS,Kendall County,98.8
Comfort HS,Kendall County,98.8
Comfort HS,Kendall County,98.8
Jayton Schools,Kent County,92.3
Jayton Schools,Kent County,100.0
Center Point HS,Kerr County,97.3
Center Point HS,Kerr County,100.0
Tivy HS,Kerr County,98.7
Tivy HS,Kerr County,99.4
Hill Country HS,Kerr County,74.6
Hill Country HS,Kerr County,81.5
Ingram Tom Moore HS,Kerr County,100.0
Ingram Tom Moore HS,Kerr County,100.0
Junction HS,Kimble County,100.0
Junction HS,Kimble County,100.0
Guthrie School,King County,100.0
Guthrie School,King County,100.0
Brackett HS,Kinney County,100.0
Brackett HS,Kinney County,100.0
HM King HS,Kleberg County,76.6
HM King HS,Kleberg County,82.7
Kaufer HS,Kleberg County,100.0
Kaufer HS,Kleberg County,100.0
Santa Gertrudis Academy HS,Kleberg County,98.0
Santa Gertrudis Academy HS,Kleberg County,98.0
Knox City School,Knox County,100.0
Knox City School,Knox County,100.0
Munday Secondary,Knox County,100.0
Munday Secondary,Knox County,100.0
Benjamin School,Knox County,100.0
Benjamin School,Knox County,100.0
Chisum HS,Lamar County,97.4
Chisum HS,Lamar County,97.4
Paris HS,Lamar County,99.0
Paris HS,Lamar County,99.5
Travis HS of Choice,Lamar County,85.1
Travis HS of Choice,Lamar County,89.5
North Lamar HS,Lamar County,95.8
North Lamar HS,Lamar County,97.0
Prairiland HS,Lamar County,94.7
Prairiland HS,Lamar County,94.7
Amherst School,Lamb County,100.0
Amherst School,Lamb County,100.0
Littlefield HS,Lamb County,94.8
Littlefield HS,Lamb County,96.1
Olton HS,Lamb County,100.0
Olton HS,Lamb County,100.0
Springlake-Earth HS,Lamb County,95.5
Springlake-Earth HS,Lamb County,100.0
Sudan HS,Lamb County,96.8
Sudan HS,Lamb County,96.8
Lampasas HS,Lampasas County,99.2
Lampasas HS,Lampasas County,99.2
Lometa School,Lampasas County,100.0
Lometa School,Lampasas County,100.0
Cotulla HS,La Salle County,95.5
Cotulla HS,La Salle County,95.5
Hallettsville HS,Lavaca County,94.4
Hallettsville HS,Lavaca County,94.4
Moulton HS,Lavaca County,94.7
Moulton HS,Lavaca County,94.7
Shiner HS,Lavaca County,100.0
Shiner HS,Lavaca County,100.0
Giddings HS,Lee County,96.2
Giddings HS,Lee County,96.1
Lexington HS,Lee County,98.7
Lexington HS,Lee County,98.7
Dime Box School,Lee County,100.0
Dime Box School,Lee County,100.0
Buffalo HS,Leon County,95.0
Buffalo HS,Leon County,96.2
Centerville Jr/Sr HS,Leon County,83.6
Centerville Jr/Sr HS,Leon County,87.9
Normangee HS,Leon County,100.0
Normangee HS,Leon County,100.0
Oakwood HS,Leon County,92.3
Oakwood HS,Leon County,92.3
Leon HS,Leon County,94.7
Leon HS,Leon County,94.7
Cleveland HS,Liberty County,92.4
Cleveland HS,Liberty County,93.0
Frederick A Douglass Learning,Liberty County,96.7
Frederick A Douglass Learning,Liberty County,96.7
Dayton HS,Liberty County,93.0
Dayton HS,Liberty County,94.1
Fredda Nottingham AEC,Liberty County,97.1
Fredda Nottingham AEC,Liberty County,97.1
Hardin HS,Liberty County,100.0
Hardin HS,Liberty County,100.0
Hull-Daisetta HS,Liberty County,90.3
Hull-Daisetta HS,Liberty County,93.3
Liberty HS,Liberty County,92.3
Liberty HS,Liberty County,94.4
Tarkington HS,Liberty County,94.9
Tarkington HS,Liberty County,94.9
Coolidge HS,Limestone County,100.0
Coolidge HS,Limestone County,100.0
Groesbeck HS,Limestone County,92.4
Groesbeck HS,Limestone County,93.4
Mexia HS,Limestone County,89.4
Mexia HS,Limestone County,89.4
Booker JH/HS,Lipscomb County,97.1
Booker JH/HS,Lipscomb County,97.1
Follett School,Lipscomb County,100.0
Follett School,Lipscomb County,100.0
Darrouzett Schools,Lipscomb County,100.0
Darrouzett Schools,Lipscomb County,100.0
George West HS,Live Oak County,93.6
George West HS,Live Oak County,93.6
Three Rivers Jr/Sr HS,Live Oak County,87.9
Three Rivers Jr/Sr HS,Live Oak County,87.9
Llano HS,Llano County,97.7
Llano HS,Llano County,97.7
Triumph Public HS-Lubbock,Lubbock County,69.7
Triumph Public HS-Lubbock,Lubbock County,74.5
Matthews Academy,Lubbock County,72.5
Matthews Academy,Lubbock County,75.0
Lubbock Co Juvenile Justice Ctr,Lubbock County,-1
Lubbock Co Juvenile Justice Ctr,Lubbock County,-1
Coronado HS,Lubbock County,91.6
Coronado HS,Lubbock County,93.3
Estacado HS,Lubbock County,80.1
Estacado HS,Lubbock County,83.8
Lubbock HS,Lubbock County,91.8
Lubbock HS,Lubbock County,92.6
Monterey HS,Lubbock County,83.2
Monterey HS,Lubbock County,85.0
Talkington School for Young,Lubbock County,100.0
Talkington School for Young,Lubbock County,100.0
New Deal HS,Lubbock County,98.1
New Deal HS,Lubbock County,98.1
Slaton HS,Lubbock County,98.0
Slaton HS,Lubbock County,98.0
Lubbock-Cooper HS,Lubbock County,98.9
Lubbock-Cooper HS,Lubbock County,98.9
Lubbock-Cooper New Hope Academy,Lubbock County,86.3
Lubbock-Cooper New Hope Academy,Lubbock County,86.3
Frenship HS,Lubbock County,96.0
Frenship HS,Lubbock County,97.7
Roosevelt HS,Lubbock County,98.5
Roosevelt HS,Lubbock County,98.5
Shallowater HS,Lubbock County,99.2
Shallowater HS,Lubbock County,100.0
Idalou HS,Lubbock County,97.1
Idalou HS,Lubbock County,98.5
O'Donnell School,Lynn County,91.3
O'Donnell School,Lynn County,91.3
Tahoka HS,Lynn County,97.7
Tahoka HS,Lynn County,97.7
New Home School,Lynn County,100.0
New Home School,Lynn County,100.0
Wilson School,Lynn County,100.0
Wilson School,Lynn County,100.0
Madisonville HS,Madison County,98.7
Madisonville HS,Madison County,98.7
North Zulch El/Secondary,Madison County,100.0
North Zulch El/Secondary,Madison County,100.0
Jefferson HS,Marion County,96.5
Jefferson HS,Marion County,96.5
Stanton HS,Martin County,98.5
Stanton HS,Martin County,98.5
Grady School,Martin County,100.0
Grady School,Martin County,100.0
Mason HS,Mason County,98.2
Mason HS,Mason County,100.0
Bay City HS,Matagorda County,93.2
Bay City HS,Matagorda County,95.2
Tidehaven HS,Matagorda County,98.4
Tidehaven HS,Matagorda County,98.4
Palacios HS,Matagorda County,93.6
Palacios HS,Matagorda County,94.6
Van Vleck HS,Matagorda County,100.0
Van Vleck HS,Matagorda County,100.0
Eagle Pass HS,Maverick County,97.3
Eagle Pass HS,Maverick County,97.8
CC Winn HS,Maverick County,89.7
CC Winn HS,Maverick County,90.8
Brady HS,McCulloch County,97.1
Brady HS,McCulloch County,100.0
Rochelle School,McCulloch County,100.0
Rochelle School,McCulloch County,100.0
Lohn School,McCulloch County,100.0
Lohn School,McCulloch County,100.0
Paul and Jane Meyer Public HS,McLennan County,97.8
Paul and Jane Meyer Public HS,McLennan County,97.8
Harmony Science Academy-Dallas,McLennan County,98.7
Harmony Science Academy-Dallas,McLennan County,98.7
Harmony School of Innovation,McLennan County,95.6
Harmony School of Innovation,McLennan County,100.0
Harmony School of Innovation,McLennan County,96.5
Harmony School of Innovation,McLennan County,98.8
Harmony Science Academy-Euless,McLennan County,98.6
Harmony Science Academy-Euless,McLennan County,98.5
Harmony School of Excellence,McLennan County,95.9
Harmony School of Excellence,McLennan County,95.9
Harmony School of Innovation,McLennan County,100.0
Harmony School of Innovation,McLennan County,100.0
Harmony Science Academy-Carrollton,McLennan County,98.6
Harmony Science Academy-Carrollton,McLennan County,98.6
Harmony School of Innovation-Waco,McLennan County,96.7
Harmony School of Innovation-Waco,McLennan County,96.7
Crawford HS,McLennan County,100.0
Crawford HS,McLennan County,100.0
Midway HS,McLennan County,97.5
Midway HS,McLennan County,99.0
La Vega HS,McLennan County,91.2
La Vega HS,McLennan County,92.3
Lorena High,McLennan County,100.0
Lorena High,McLennan County,100.0
Mart HS,McLennan County,96.8
Mart HS,McLennan County,96.8
McGregor HS,McLennan County,93.5
McGregor HS,McLennan County,95.6
Moody HS,McLennan County,100.0
Moody HS,McLennan County,100.0
